City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
434,Puerto Madero,MX,14.72,-92.42,77.0,100,75,6.06
435,Miri,MY,4.41,114.01,78.8,94,40,3.36
436,Pauini,BR,-7.71,-66.98,82.36,47,3,2.1
437,Kochetok,UA,49.88,36.74,62.6,39,100,6.71
438,Kralendijk,BQ,12.15,-68.27,84.2,74,0,14.99
439,Hudiksvall,SE,61.73,17.1,39.99,98,0,5.28
440,Dubti,ET,11.74,41.09,90.37,46,93,5.39
441,Ilo,PE,-17.64,-71.34,58.64,78,100,6.6
442,Sobolevo,RU,54.43,31.9,59.5,97,100,3.58
443,Tautira,PF,-17.73,-149.15,82.4,69,75,6.93
444,Paamiut,GL,61.99,-49.67,44.17,93,88,10.83
445,Concepcion,CL,-36.83,-73.05,53.6,87,0,2.24
446,Kirillov,RU,59.86,38.38,55.65,97,99,4.72
447,Safranbolu,TR,41.25,32.69,58.1,87,14,0.67
448,Santa Cruz,BO,-17.8,-63.17,77.0,53,20,6.93
449,Nesebar,BG,42.78,27.73,68.0,72,0,3.36
450,Camacupa,AO,-12.02,17.48,59.85,33,31,1.97
451,Sorland,NO,67.67,12.69,51.28,80,100,1.01
452,Altay,CN,47.87,88.12,53.78,71,100,2.08
453,Beringovskiy,RU,63.05,179.32,48.54,76,49,7.74
454,Port Hardy,CA,50.7,-127.42,62.6,82,75,16.11
455,Vanavara,RU,60.34,102.28,50.34,72,100,0.45
456,Humaita,BR,-7.51,-63.02,82.63,29,90,2.04
457,Yinchuan,CN,38.47,106.27,73.76,28,55,8.61
458,Envira,BR,-7.3,-70.22,75.31,85,42,1.07
459,Moratuwa,LK,6.77,79.88,73.4,94,40,2.24
460,Carutapera,BR,-1.2,-46.02,76.96,81,0,5.99
461,Jacareacanga,BR,-6.22,-57.75,83.91,38,100,2.48
462,Cedar City,US,37.68,-113.06,96.8,5,1,8.05
463,Kaeo,NZ,-35.1,173.78,64.0,3,46,7.0
464,Poya,NC,-21.35,165.15,76.42,59,100,5.55
465,Rocha,UY,-34.48,-54.33,43.14,91,0,3.38
466,Panaba,MX,21.28,-88.27,78.26,86,100,7.76
467,Fereydun Kenar,IR,36.69,52.52,78.3,72,0,3.27
468,Pekan,MY,3.48,103.4,77.0,94,20,4.79
469,Rio Branco,BR,-9.97,-67.81,73.4,88,75,24.16
470,Narrabri,AU,-30.32,149.78,69.01,45,0,1.12
471,Walvis Bay,NA,-22.96,14.51,53.01,93,0,8.05
472,Diffa,NE,13.32,12.61,78.03,69,100,8.81
473,Rumphi,MW,-11.02,33.86,55.65,69,57,3.91
474,Hovd,MN,48.01,91.64,58.19,50,100,10.02
475,Conde,BR,-7.26,-34.91,71.6,88,1,3.36
476,Calama,CL,-22.47,-68.93,57.2,14,0,11.41
477,Bairiki,KI,1.33,172.98,87.8,66,20,12.75
478,Lazaro Cardenas,MX,17.96,-102.2,80.91,76,100,3.13
479,Ulundi,ZA,-28.34,31.42,55.09,90,91,1.28
480,Jining,CN,35.41,116.58,78.08,61,0,6.08
481,Burnie,AU,-41.07,145.92,57.99,57,3,14.0
482,Fairbanks,US,64.84,-147.72,64.4,34,20,10.29
483,Katsuura,JP,35.13,140.3,86.0,88,75,10.29
